drug_code,drug_name,atc,drug_form,composition,excipients
32789024,CEFAZOLINA UNION*IV 1G+F 10ML,J01DB04,FLACONCINI + FIALE SOLVENTE,CEFAZOLINA SODICA,Lidocaina#Acqua p.p.i.
34414019,CEFAZOLINA FR.*IM 1FL 1G+F 4ML,J01DB04,PREPARAZIONE INIETTABILE,Cefazolina sodica#lidocaina cioridrato,lidocaina cioridrato#acqua per preparazioni iniettabili
33351014,PERASINT*IM F 1G+F 2ML,J01CA12,FIALE + FIALE SOLVENTE,Piperacillina sodica,lidocaina cioridrato#Acqua p.p.i.
29221025,PIPERACILLINA DOROM*FL 2G+F4ML,J01CA12,POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE,piperacillina sodica,lidocaina cioridrato#acqua per preparazioni iniettabili
24131031,CEFABIOZIM*IM 1FL 1G+1F 4ML,J01DB04,PREPARAZIONE INIETTABILE,Cefazolina sodica,lidocaina cioridrato#acqua per preparazioni iniettabili
20121087,AMPLITAL*IM EV 1FL 1G+F 4ML,J01CA01,POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE,Ampicillina sodica,acqua per preparazioni iniettabili
28595027,PERACIL*IM IV 1F 2G+F SOLV,J01CA12,PREPARAZIONE INIETTABILE,Piperacillina,Lidocaina cloridrato F.U.#Acqua p.p.i. F.U.
20866075,AMPIPLUS SIMPLEX*3F 500MG+3F,J01CA01,PREPARAZIONE INIETTABILE,ampicillina sodica#ampicillina,acqua per preparazioni iniettabili
39062221,CEFTRIAXONE SANDOZ*FL 2G 50ML,J01DD04,POLVERE PER SOLUZIONE INIETTABILE,ceftriaxone,Nessuno
39062094,CEFTRIAXONE SANDOZ*5FL 1G,J01DD04,PREPARAZIONE INIETTABILE,ceftriaxone,Nessuno
42546034,CEFAZOLINA HOSPIRA*10FL 1G,J01DB04,POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE,cefazolina,Nessuno
45611011,CEFAZOLINA QILU*EV IM 1FL 1G,J01DB04,POLVERE PER SOLUZIONE PER INFUSIONE,cefazolina#sodio,Nessuno
23853031,CEFAZOLINA TEVA*IM 1F 1G+F 4ML,J01DB04,POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE,Cefazolina sodica,lidocaina cloridrato monoidrato#acqua per preparazioni iniettabili
25671049,PICILLIN*IM IV FL 2G+F 4ML,J01CA12,POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE,piperacillina#lidocaina cioridrato,acqua p.p.i.
23873033,ACEF*IM 1FL 1G+F 4ML,J01DB04,PREPARAZIONE INIETTABILE,cefazolina#lidocaina cioridrato,lidocaina cioridrato#acqua apirogena per preparazioni iniettabili
35481011,CEFAZOLINA MIT*IM FL 1G+F 4ML,J01DB04,FIALE + FIALE SOLVENTE,Cefazolina sodica#lidocaina cioridrato,"Soluzione di lidocaiana cloridrato 0,5%"
33436015,CEFAZOLINA BIOP*IM 1F 1G+F 4ML,J01DB04,PREPARAZIONE INIETTABILE,Cefazolina#lidocaina cioridrato,lidocaina cioridrato#acqua per preparazioni iniettabili
22810105,TOTACEF*IM FL 500MG+F 3ML,J01DB04,PREPARAZIONE INIETTABILE,cefazolina,lidocaina cloridrato 15 mg#acqua p.p.i.
42546022,CEFAZOLINA HOSPIRA*5FL 1G,J01DB04,POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE,cefazolina,Nessuno
24134037,CEFAZOLINA C*IM 1F 1000MG+F 4M,J01DB04,FIALE + FIALE SOLVENTE,cefazolina sodica#lidocaina cioridrato,lidocaina cioridrato#acqua distillata p.p.i.
42546010,CEFAZOLINA HOSPIRA*1FL 1G,J01DB04,POLVERE PER SOLUZIONE INIETTABILE,cefazolina,Nessuno
35965033,"KOCEFAN*IM 1FL 1G+F 3,5ML",J01DD04,POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE,"ceftriaxone bisodico 3,5 H2O#ceftriaxone",lidocaina cioridrato
22810129,TOTACEF*IM FL 1G+F 4ML,J01DB04,PREPARAZIONE INIETTABILE,cefazolina,lidocaina cloridrato 20 mg#acqua p.p.i.
35965021,KOCEFAN*IM 1FL 500MG/2ML+F2ML,J01DD04,POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE,"ceftriaxone bisodico 3,5 H2O#ceftriaxone",lidocaina cioridrato
23853070,CEFAZOLINA TEVA*EV 1FL 1G,J01DB04,SOLUZIONE INIETTABILE O PER INFUSIONE,Cefazolina sodica#Cefazolina acida,lidocaina cloridrato monoidrato#acqua per preparazioni iniettabili
24127019,CEFAZOLINA PHARM*IM 1G+F 4ML,J01DB04,POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE,cefazolina,lidocaina cioridrato#acqua per soluzioni iniettabili
35867011,FIDATO*IM 1FL 250MG/2ML+F 2ML,J01DD04,POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE,"ceftriaxone bisodico 3,5 H2O#ceftriaxone",soluzione acquosa di lidocaina all’1%
35814033,CEFTRIAXONE BIO*EV FL1G+1F 10M,J01DD04,POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE,"ceftriaxone bisodico 3,5 H20#ceftriaxone",acqua per preparazioni iniettabili
22810081,TOTACEF*INIET 1F+F 250MG,J01DB04,FIALE + FIALE SOLVENTE,cefazolina,lidocaina cioridrato#acqua p.p.i.
35902055,CEFTRIAXONE SAND*EV 1FL 2G,J01DD04,POLVERE PER SOLUZIONE PER INFUSIONE,ceftriaxone,Non pertinente.
35927021,RAGEX*IM 1FL 500MG+F 2ML,J01DD04,PREPARAZIONE INIETTABILE,"ceftriaxone bisodico 3,5 H2O#ceftriaxone",lidocaina cioridrato
39216015,CEFTRIAXONE ACC*IM 500MG+2ML,J01DD04,POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE,ceftriaxone#lidocaina cioridrato,acqua per preparazioni iniettabili
42321113,CEFTRIAXONE HOSP*INFUS 10FL 2G,J01DD04,POLVERE PER SOLUZIONE INIETTABILE,ceftriaxone,Nessuno
35939040,CEFTRIAXONE BIES*IV 1G+F 10ML,J01DD04,POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE,"ceftriaxone bisodico 3,5 H2O#ceftriaxone",acqua per preparazioni iniettabili
23853082,CEFAZOLINA TEVA*EV 10FL 1G,J01DB04,SOLUZIONE INIETTABILE O PER INFUSIONE,Cefazolina sodica#Cefazolina acida,lidocaina cloridrato monoidrato#acqua per preparazioni iniettabili
25202033,ROCEFIN*IM 1FL 500MG+1F 2ML,J01DD04,POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE,ceftriaxone#lidocaina cioridrato,acqua per preparazioni iniettabili
36516045,CEFTRIAXONE GIT*EV FL 2G,J01DD04,POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE,ceftriaxone,Polvere per soluzione per infusione
35921030,CEFTAGES*IV 1G/10ML+F,J01DD04,POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE,ceftriaxone,acqua per preparazioni iniettabili
36642066,"CLAXON*IM 1FL 1G+1F SOLV 3,5ML",J01DD04,POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE,ceftriaxone,lidocaina cioridrato
36138042,CEFTRIAXONE AURO*IV 1G/10ML+F,J01DD04,POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE,ceftriaxone bisodico,acqua per preparazioni iniettabili
35939053,CEFTRIAXONE BIES*EV 1FL 2G,J01DD04,POLVERE PER SOLUZIONE PER INFUSIONE,"ceftriaxone bisodico 3,5 H2O#ceftriaxone",acqua per preparazioni iniettabili
35802038,"CEFTRIAXONE RAT*IM 1G+F 3,5ML",J01DD04,POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE,ceftriaxone#lidocaina cioridrato,"soluzione acquosa di lidocaina all’1%#35 mg in 3,5 ml"
20121101,AMPLITAL*BB OS GTT 20ML,J01CA01,GOCCE ORALI,Ampicillina anidra,saccarina#ammonio glicirizzinato#silice anidra colloidale#saccarina sodica#macrogol 4000#polisorbato 80 (e433)#acido tartarico#metilparabene#etile p–idrossibenzoato#propilparabene#potassio metabisolfito#olio composto di fragola#acqua depurata
35952035,PANTOXON*EV 500MG/5ML+F 5ML,J01DD04,POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE,ceftriaxone,acqua per preparazioni iniettabili
35867062,FIDATO*INF 10FL 2G POLV,J01DD04,POLVERE PER SOLUZIONE PER INFUSIONE,ceftriaxone,Polvere per soluzione per infusione
35866033,"FRINEG*IM 1FL 1G+1F 3,5ML",J01DD04,POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE,ceftriaxone#lidocaina cioridrato,acqua per preparazioni iniettabili
28949081,MERREM*EV POLV 10FL 500MG,J01DH02,POLVERE PER SOLUZIONE INIETTABILE,meropenem triidrato,sodio carbonato anidro
39522014,MEROPENEM KABI*EV POLV FL500MG,J01DH02,POLVERE PER SOLUZIONE INIETTABILE,meropenem triidrato,Sodio carbonato
28949093,MERREM*EV POLV 10FL 1000MG,J01DH02,POLVERE PER SOLUZIONE INIETTABILE,meropenem triidrato,sodio carbonato anidro
44878015,MEROPENEM ACC*EV 1FL 500MG,J01DH02,POLVERE PER SOLUZIONE INIETTABILE,meropenem anidro#meropenem triidrato,sodio carbonato anidro
40695025,MEROPENEM HIK*EV POLV 10FL 1G,J01DH02,POLVERE PER SOLUZIONE INIETTABILE,Meropenem triidrato#Meropenem anidro,sodio carbonato anidro
40695049,MEROPENEM HIK*EV POLV 1FL 1G,J01DH02,POLVERE PER SOLUZIONE INIETTABILE,Meropenem triidrato#Meropenem anidro,sodio carbonato anidro
44878039,MEROPENEM ACC*EV 10FL 500MG,J01DH02,POLVERE PER SOLUZIONE INIETTABILE,Meropenem anidro#Sodio,sodio carbonato anidro
39522040,MEROPENEM KABI*EV POLV 10FL 1G,J01DH02,POLVERE PER SOLUZIONE INIETTABILE,Meropenem triidrato,Sodio carbonato
40077024,MEROPENEM SAND*EV 10F 500MG,J01DH02,POLVERE PER SOLUZIONE INIETTABILE,meropenem triidrato#meropenem anidro,sodio carbonato anidro
40245045,MEROPENEM SUN*EV 10FL 1000MG,J01DH02,POLVERE PER SOLUZIONE INIETTABILE,Meropenem triidrato#Meropenem anidro,sodio carbonato anidro
39971041,MEROPENEM PFI*EV POLV 10FL 1G,J01DH02,POLVERE PER SOLUZIONE INIETTABILE,meropenem triidrato,sodio carbonato anidro
43812015,MEROPENEM AURO*EV 1FL 500MG,J01DH02,POLVERE PER SOLUZIONE INIETTABILE,Meropenem triidrato#Meropenem anidro,sodio carbonato anidro
40077012,MEROPENEM SAN*EV POLV 1FL500MG,J01DH02,POLVERE PER SOLUZIONE INIETTABILE,meropenem triidrato#meropenem anidro,sodio carbonato anidro
44878041,MEROPENEM ACC*EV 1FL 1G,J01DH02,POLVERE PER SOLUZIONE INIETTABILE,Meropenem anidro#Sodio,sodio carbonato anidro
23576046,CUROXIM*IM 1FL 1G+1F 4ML SOLV,J01DC02,POLVERE E SOLVENTE PER SOSPENSIONE INIETTABILE,cefuroxima#sodio,Non presenti.
41508021,MEROPENEM VENUS PHA*10FL 1G,J01DH02,POLVERE PER SOLUZIONE PER INFUSIONE,Meropenem triidrato#Meropenem anidro,sodio carbonato anidro
44878027,MEROPENEM ACC*EV 5FL 500MG,J01DH02,POLVERE PER SOLUZIONE INIETTABILE,Meropenem anidro (come meropenem triidrato),sodio carbonato anidro
40077036,MEROPENEM SAN*EV POLV1FL1000MG,J01DH02,POLVERE PER SOLUZIONE INIETTABILE,meropenem triidrato#meropenem anidro,sodio carbonato anidro
36156038,CEFOXAIR*EV 1F 1G/10ML+F 10ML,J01DD04,PREPARAZIONE INIETTABILE,"ceftriaxone bisodico 3,5 H2O#ceftriaxone",lidocaina cioridrato#acqua per preparazioni iniettabili
39971015,MEROPENEM PFI*EV POLV 1FL500MG,J01DH02,PREPARAZIONE INIETTABILE,meropenem triidrato,sodio carbonato anidro
43812039,MEROPENEM AURO*EV 1FL 1000MG,J01DH02,POLVERE PER SOLUZIONE INIETTABILE,meropenem anidro,sodio carbonato anidro
24282067,CEFUMAX*IM 1F 1G+1F 4ML,J01DC02,FIALE + FIALE SOLVENTE,cefuroxima#lidocaina cioridrato,acqua per preparazioni iniettabili#lidocaina cioridrato
48025062,CEFUROXIMA MY*6CPR RIV 500MG,J01DC02,COMPRESSE RIVESTITE,cefuroxima axetil,cellulosa microcristallina (e460)#sodio croscarmelloso#sodio laurilsolfato (e487)#silice anidra colloidale#Olio vegetale idrogenato#metilidrossipropilcellulosa#biossido di titanio (e171)#peg 400
27002070,ORAXIM*OS GRAT 50ML 250MG/5ML,J01DC02,GRANULATO PER SOSPENSIONE ORALE,cefuroxima#acetossietilcefuroxima,aspartame#gomma xantan#acesulfame potassio (e-950)#povidone k30#Acido stearico#Saccarosio#aroma tuttifrutti#alcol benzilico (e1519)#acqua depurata
39522038,MEROPENEM KABI*EV POLV FL 1G,J01DH02,POLVERE PER SOLUZIONE INIETTABILE,Meropenem triidrato#Meropenem anidro,Sodio carbonato
43812041,MEROPENEM AURO*EV 10FL 1000MG,J01DH02,POLVERE PER SOLUZIONE INIETTABILE,Meropenem triidrato#Meropenem anidro,sodio carbonato anidro
27002031,ORAXIM*6CPR RIV 500MG,J01DC02,COMPRESSE RIVESTITE,cefuroxima#acetossietilcefuroxima,cellulosa microcristallina (e460)#sodio laurilsolfato (e487)#sodio croscarmelloso#Olio vegetale idrogenato#silice anidra colloidale#metilidrossipropilcellulosa#propilenglicole (e1520)#metilparabene#propilparabene#biossido di titanio (e171)#sodio benzoato (e211)
37732031,CEFUROXIMA SAN*12CPR RIV 125MG,J01DC02,COMPRESSE RIVESTITE,Cefuroxima,sodio laurilsolfato (e487)#copovidone#sodio croscarmelloso#magnesio stearato (e470b)#silice anidra colloidale#mannite#cellulosa microcristallina (e460)#crospovidone (e1202)#talco (E553B)#mannite#amido solubile (patata)#talco (E553B)#biossido di titanio (e171)#aspartame
27020080,TILEXIM*OS SOSP100ML 250MG 5ML,J01DC02,SOSPENSIONE ORALE,Cefuroxima,Acido stearico#Saccarosio#aroma tuttifrutti#povidone k30#acesulfame potassio (e-950)#aspartame#gomma xantan
27002106,ORAXIM*12CPR RIV 500MG,J01DC02,COMPRESSE RIVESTITE,cefuroxima#acetossietilcefuroxima,cellulosa microcristallina (e460)#sodio laurilsolfato (e487)#sodio croscarmelloso#Olio vegetale idrogenato#silice anidra colloidale#metilidrossipropilcellulosa#propilenglicole (e1520)#metilparabene#propilparabene#biossido di titanio (e171)#sodio benzoato (e211)
41610066,NUROFENJUNIOR*14SUPP 125MG,M01AE01,SUPPOSTE,ibuprofene,Gliceridi semisintetici solidi
27002094,ORAXIM*OS GRAT 100ML 250MG/5ML,J01DC02,GRANULATO,acetossietilcefuroxima#cefuroxima,Acido stearico#Saccarosio#aroma tuttifrutti#povidone k30#acesulfame potassio (e-950)#aspartame#gomma xantan
40077048,MEROPENEM SAND*EV 10F 1000MG,J01DH02,POLVERE PER SOLUZIONE INIETTABILE,Meropenem triidrato#Meropenem anidro,sodio carbonato anidro
25887011,TIENAM*INFUS 1FL 250MG+250MG,J01DH51,PREPARAZIONE INIETTABILE,imipenem anidro#cilastatina acido libero,sodio bicarbonato#soluzione isotonica di sodio cloruro
26915140,ZINNAT*14CPR RIV 250MG,J01DC02,COMPRESSE RIVESTITE,cefuroxima (come acetossietilcefuroxima),cellulosa microcristallina (e460)#sodio laurilsolfato (e487)#sodio croscarmelloso#Olio vegetale idrogenato#silice anidra colloidale#metilidrossipropilcellulosa#propilenglicole (e1520)#metilparabene#propilparabene#biossido di titanio (e171)#sodio benzoato (e211)
37732144,CEFUROXIMA SAN*14CPR RIV 500MG,J01DC02,COMPRESSE RIVESTITE,Cefuroxima,sodio laurilsolfato (e487)#copovidone#sodio croscarmelloso#magnesio stearato (e470b)#silice anidra colloidale#mannite#cellulosa microcristallina (e460)#crospovidone (e1202)#talco (E553B)#mannite#amido solubile (patata)#talco (E553B)#biossido di titanio (e171)#aspartame
26639056,TENACID*EV 500MG/500MG+100ML,J01DH51,PREPARAZIONE INIETTABILE,imipenem anidro#cilastatina acido libero,soluzione isotonica di sodio cloruro
26915417,ZINNAT*OS GRAT 20BUST 250MG,J01DC02,GRANULATO PER SOSPENSIONE ORALE,cefuroxima#acetossietilcefuroxima,aspartame#gomma xantan#acesulfame potassio (e-950)#povidone k30#Acido stearico#Saccarosio#aroma tuttifrutti#alcol benzilico (e1519)#acqua depurata
26915052,ZINNAT*OS GRAT 12BUST 250MG,J01DC02,GRANULATO PER SOSPENSIONE ORALE,cefuroxima#acetossietilcefuroxima,aspartame#gomma xantan#acesulfame potassio (e-950)#povidone k30#Acido stearico#Saccarosio#aroma tuttifrutti#alcol benzilico (e1519)#acqua depurata
25887062,TIENAM*INFUS 500MG+500MG 20ML,J01DH51,POLVERE PER SOLUZIONE PER INFUSIONE,imipenem anidro#cilastatina,sodio bicarbonato
37732258,CEFUROXIMA SAN*24CPR RIV 250MG,J01DC02,COMPRESSE RIVESTITE,Cefuroxima,sodio laurilsolfato (e487)#copovidone#sodio croscarmelloso#magnesio stearato (e470b)#silice anidra colloidale#mannite#cellulosa microcristallina (e460)#crospovidone (e1202)#talco (E553B)#mannite#amido solubile (patata)#talco (E553B)#biossido di titanio (e171)#aspartame
26915114,ZINNAT*6CPR RIV 250MG,J01DC02,COMPRESSE RIVESTITE,cefuroxima,cellulosa microcristallina (e460)#sodio laurilsolfato (e487)#sodio croscarmelloso#Olio vegetale idrogenato#silice anidra colloidale#metilidrossipropilcellulosa#propilenglicole (e1520)#metilparabene#propilparabene#biossido di titanio (e171)#sodio benzoato (e211)
23437041,FLOGINAX*10SUPP 500MG,M01AE02,SUPPOSTE,naproxene,gliceridi semisintetici
37732308,CEFUROXIMA SAN*6CPR RIV 500MG,J01DC02,COMPRESSE RIVESTITE,Cefuroxima,sodio laurilsolfato (e487)#copovidone#sodio croscarmelloso#magnesio stearato (e470b)#silice anidra colloidale#mannite#cellulosa microcristallina (e460)#crospovidone (e1202)#talco (E553B)#mannite#amido solubile (patata)#talco (E553B)#biossido di titanio (e171)#aspartame
23177126,NAPROSYN*IM 6F 500MG+6F,M01AE02,PREPARAZIONE INIETTABILE,naproxene,"Mannite 50 mg#trometamolo 36 mg#sodio idrossido 78,8 mg#lidocaina cloridrato 30,8 mg#acqua per preparazioni iniettabili q.b. a 5 ml"
45125034,IBUPROFENE B BR*EV 10FL 200MG,M01AE01,SOLUZIONE PER INFUSIONE,ibuprofene,arginina#sodio cloruro#Acido cloridrico (per la regolazione del pH)#sodio idrossido (per aggiustamento del ph)#acqua per preparazioni iniettabili
37732132,CEFUROXIMA SAN*12CPR RIV 500MG,J01DC02,COMPRESSE RIVESTITE,Cefuroxima,sodio laurilsolfato (e487)#copovidone#sodio croscarmelloso#magnesio stearato (e470b)#silice anidra colloidale#mannite#cellulosa microcristallina (e460)#crospovidone (e1202)#talco (E553B)#mannite#amido solubile (patata)#talco (E553B)#biossido di titanio (e171)#aspartame
26917106,CEFUROXIMA EG*12CPR RIV 500MG,J01DC02,COMPRESSE,Cefuroxima,cellulosa microcristallina (e460)#sodio croscarmelloso#sodio laurilsolfato (e487)#olio vegetale idrogenato#silice anidra colloidale#metilidrossipropilcellulosa#propilenglicole (e1520)#biossido di titanio (e171)#sodio benzoato (e211)#metilparabene#propilparabene
28946010,AKUDOL*OS GRAT 20BUST 200MG,M01AE02,SOSPENSIONE ORALE,naproxene,povidone#aroma menta#saccarina sodica#mannite#Saccarosio
24667154,NAPRIUS*OS 20BUST 500MG,M01AE02,GRANULATO PER SOSPENSIONE ORALE,naproxene,mannite#sodio cloruro#ammonio glicirizzinato#aroma menta#Aroma anice menta#sodio docusato#Saccarosio#povidone
38956052,NUROFEN FEBBRE D*200MG/5ML ARA,M01AE01,SOSPENSIONE ORALE,ibuprofene,polisorbato 80 (e433)#glicerolo (e422)#sciroppo di maltitolo#saccarina sodica#acido citrico (e330)#sodio citrato#gomma xantan#sodio cloruro#aroma arancia#bromuro di domifene#acqua depurata
24749069,AXER ALFA FORTE 550*30CPS 550M,M01AE02,CAPSULE,naproxene sodico,sodio amido glicolato#povidone#magnesio stearato (e470b)#gelatina#biossido di titanio (e171)#ferro ossido (e172)#eritrosina (e 127)
24722023,SYNFLEX*10SUPP 550MG,M01AE02,SUPPOSTE,naproxene sodico,Gliceridi semi-sintetici solidi#calcio levulinato biidrato
41667015,NUROFEN FEBBRE D*BB100MG/5ML A,M01AE01,SOSPENSIONE ORALE,ibuprofene,polisorbato 80 (e433)#glicerolo (e422)#sciroppo di maltitolo#saccarina sodica#acido citrico (e330)#sodio citrato#gomma xantan#sodio cloruro#aroma arancia#bromuro di domifene#acqua depurata
40528186,AKIS*1SIR 25MG/ML+AGO,M01AB05,SOLUZIONE INIETTABILE,diclofenac sodico,idrossipropil β-ciclodestrina#Polisorbato 20#acqua per preparazioni iniettabili
33612084,DICLOFENAC ALFA W*10SUPP 100MG,M01AB05,SUPPOSTE,diclofenac sodico,Gliceridi semisintetici liquidi#cellulosa microcristallina (e460)#gliceridi semisintetici solidi
47553173,IBUPROFENE ARI*10CPR RIV 800MG,M01AE01,COMPRESSE RIVESTITE,ibuprofene,metilidrossipropilcellulosa#sodio croscarmelloso#Lattosio monoidrato#cellulosa microcristallina (e460)#amido di mais#silice anidra colloidale#sodio laurilsolfato (e487)#magnesio stearato (e470b)#biossido di titanio (e171)#talco (e553b)#propilenglicole (e1520)
41054014,ALEVE*20CPR RIV 220MG,M01AE02,COMPRESSE RIVESTITE,naproxene sodico,cellulosa microcristallina (e460)#povidone k30#talco (e553b)#magnesio stearato (e470b)#opadry blue ys 1-4215
25887023,TIENAM*INFUS 1FL 500MG+500MG,J01DH51,PREPARAZIONE INIETTABILE,imipenem anidro#cilastatina acido libero,sodio bicarbonato#soluzione isotonica di sodio cloruro
20676045,INDOXEN*FTE 10SUPP 100MG,M01AB01,SUPPOSTE,Indometacina,acido edetico#a-tocoferolo#gliceridi semisintetici solidi
24515138,DICLOREUM*GRAT 20BUST 50MG,M01AB05,GRANULATO PER SOLUZIONE ORALE,Diclofenac idrossietilpirrolidina#Diclofenac sodico,aspartame#sodio citrato#povidone#aroma pompelmo#sorbitolo (e420)
22559013,LIOMETACEN*EV 6F 25MG+6F 2ML,M01AB01,POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE,Indometacina meglumina#Indometacina,mannite#Meglumina#Sodio fosfato bibasico biidrato#potassio diidrogeno fosfato#acqua per preparazioni iniettabili
35677119,NUROFENTEEN*4CPR ORO 200MG LIM,M01AE01,COMPRESSE ORODISPERSIBILI,ibuprofene,etilcellulosa (e462)#biossido di silicio precipitato#metilidrossipropilcellulosa#mannite#aspartame#sodio croscarmelloso#magnesio stearato (e470b)#aroma (limone)
20676021,INDOXEN*25CPS 50MG,M01AB01,CAPSULE RIGIDE,Indometacina,lattosio#lecitina#silice#magnesio stearato (e470b)#gelatina#biossido di titanio (e171)#indigotina (e 132)#ferro ossido giallo (e172)
32790077,LASONIL ANTINFIAMM*12CPR 660MG,M01AE02,COMPRESSE RIVESTITE RILASCIO MODIFICATO,naproxene sodico,povidone#cellulosa microcristallina (e460)#talco (e553b)#magnesio stearato (e470b)#acqua depurata#ipromellosa 2910#lattosio monoidrato#silice anidra colloidale#biossido di titanio (e171)#macrogol 8000#indigo carmine lacca alluminio (e132)#cera carnauba
23828080,FORGENAC*IM 6F 75MG/3ML,M01AB05,PREPARAZIONE INIETTABILE,diclofenac sodico,propilenglicole (e1520)#alcol benzilico (e1519)#sodio metabisolfito (e223)#acqua per preparazioni iniettabili
35618166,MOMENTACT*18CPR RIV 400MG,M01AE01,COMPRESSE RIVESTITE,ibuprofene,amido pregelatinizzato#sodio carbossimetilamido#carmellosa sodica#povidone#cellulosa microcristallina (e460)#silice precipitata#talco (e553b)#sodio laurilsolfato (e487)#lattosio monoidrato#metilidrossipropilcellulosa#biossido di titanio (e171)#macrogol 4000
22559037,LIOMETACEN*EV 6F 50MG+6F 2ML,M01AB01,POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE,Indometacina meglumina#Indometacina,mannite#Meglumina#Sodio fosfato bibasico biidrato#potassio diidrogeno fosfato#acqua per preparazioni iniettabili
